"openid","roleid","nickname","cumulative_topup_thousand_vnd","tier_history","matches"
"537859823","1025944348","MR.TER.ZIN.",11243,"",3547
"464079694","1731932581","Linh_Gió_Tai",11243,"",1592
"249435174","1203372240","『ZiG』Melodys",11239,"",1318
"807599175","1121138566","CFL-Cáßéo",11238,"",1183
"461736888","1768320266","R4丶ＱＵＡＮＧ ＣＦＭ亗",11238,"",2647
"377074087","1010528927","Tập_Cuối",11238,"",2667
"496339183","1598746042","武文盛",11236,"",3417
"651977633","1697506752","I.am_River",11236,"",1166
"902540108","1735648549","VIE-Sniperpro",11236,"",452
"918230883","1226570956","GOD.Bearoooo",11234,"",831
"31205119","1094577194","THIÊN-QUỶ",11233,"",765
"131369713","1647057689","ACE_Slimez",11226,"",2028
"131236225","1010422044","7cloud.",11223,"",4356
"432607024","1913398238","NguyênAnhSơKì",11223,"",1695
"456269814","1834282446","Khang_FL06",11221,"",616
"887944775","1229596241","SouL199",11218,"",832
"70492576","1468039361","Aan03",11217,"",469
"138178353","1600044959","Chou.Ying",11213,"",1640
"197050611","1383011586","NT-Hoàng",11210,"",1284
"149559080","1720772032","TiTFany",11203,"",1736
"889745887","1237476384","tattered",11202,"",1379
"884444770","1809628499","BáByyyy",11201,"",1497
"670960926","1937398041","Bázábùdù",11199,"",2024
"212716186","1377047339","beDưn",11196,"",3051
"324537538","1018911803","hgwsniperc4",11195,"",1543
"442849976","1847265375","ROX__",11194,"",1617
"817611445","1570136827","Nhìntaolầncuối",11194,"",3955
"507362306","1741611156","『ѕт』sʜᴀʀᴋシ",11194,"",3100
"940032058","1013532201","BảoBevis",11193,"",1971
"24838811","1596672234","TAE47_ChaMiNgu",11191,"",2837
"36112479","1544087850","KingKongTacKe",11191,"",1644
"623957342","1541300248","R丶ԍтᴀoᶦᵈᵒᶫ",11191,"",2597
"104527969","1530942163","<Quỷ_Lệ;))",11189,"",393
"317425178","1549273369","FC4丶Lê-Hùng",11188,"",1244
"527394630","1829132308","BạnSợNóÀ=)",11188,"",1865
"354066209","1028675410","NOSMOKING...",11188,"",5570
"931337489","1142049085","Heart.AV",11186,"",759
"5639745","1287369300","乙ʜ丶内向",11185,"",1024
"114666955","1890705696","TG.TiểuXuân",11184,"",1684
"533403164","1403064162","ZT.A",11184,"",2101
"427076953","1090230329","15.Jackylove",11180,"",2524
"379477849","1849705067","LãoiSói",11179,"",657
"518786564","1142910838","『ᴄᴀᴠᴇ』ᴍáʏsụᴄ",11178,"",1083
"491127782","1912049906","乙ʜ丶Thangvippro",11178,"",1366
"325847413","1842664949","NF丶HihiHaha",11173,"",2534
"150882344","1822635626","AgS丶HàLân",11173,"",2429
"716261550","1524337741","Maus_1992",11172,"",1149
"505273287","1563965484","King_AkTank",11172,"",1313
"818000449","1707766803","Top2_BáoTaem",11172,"",2076
"858194017","1216921296","iCy.",11172,"",1133
"376596924","1656114931","DF.Cục-tạ",11172,"",1664
"497615413","1231467158","24•TANKER",11172,"",766
"713364401","1964607101","CụcKứcThầnKỳ",11170,"",2383
"229675368","1131709497","SóiT様",11170,"",1580
"536994010","1235679667","KệCụTao",11167,"",2737
"183826021","1558983934","Beth_Bates96",11167,"",2172
"22685693","1604197356","》MFA《෴Tú෴",11165,"",2527
"185567449","1463306731","KingWar",11161,"",866
"488494376","1655311099","Toilàmáy$$$",11160,"",1505
"858020333","1705371415","TNB_Phệ",11157,"",501
"314631227","1444838908","TomKing03",11157,"",21
"561997689","1550412444","NHINCONCAC8888",11157,"",287
"244466755","1994421960","-kubet-",11153,"",3129
"253567077","1337481942","RooneNguyen79",11153,"",751
"583038995","1802608949","T.KING_Suubbi",11152,"",2270
"798168767","1300443675","K-Gumaa",11151,"",2464
"194203469","1552033115","『DFG』Bose",11151,"",1663
"562120001","1146462434","TC-Meow",11148,"",1097
"632553428","1438325006","BiiBảnh99",11147,"",1603
"192874842","1939847274","爪卂ㄚ-卄卂-乃ㄩㄖ工",11147,"",1295
"775453846","1624786839","Kyle_Blake605",11146,"",5310
"643655594","1082566091","SắpĐến.GiờCúng",11146,"",1462
"44224644","1318856480","Minmindz18",11144,"",756
"6079557","1008386732","×͜RIP",11142,"",1353
"319937894","1413539159","〘TẠ〙DŨNGnè",11141,"",2142
"846963388","1489198930","TêTêCôĐơn",11140,"",134
"372326302","1063940709","CậuGrass1",11139,"",820
"822098666","1578545529","Lv丶ĐanTayTo_/",11135,"",3351
"293936458","1271048176","๖ۣۜTânۣۜMáySấy",11134,"",2265
"81745115","1635900470","ɴʜɪ_ᴍúᴘ",11131,"",4429
"204317207","1597603349","ĐứcĐại.kツ",11130,"",5459
"74250791","1329976829","AE丶Ҝɨêŋ",11129,"",1762
"189871550","1038458257","ThànhTửTế",11128,"",2462
"428370840","1072984030","THUAN03",11123,"",1399
"785567228","1688339159","Laura_Bell726",11123,"",919
"569555537","1795154854","Kha_Mã_Tấu",11123,"",1059
"155687203","1807143393","    TÉPｘＢＡＢＡ  ",11122,"",575
"807352024","1293000645","nonnnnn",11121,"",714
"650078662","1252905343","HưVàVôTâm:)",11119,"",2020
"682669358","1869669637","TúnAnhĐepZai",11118,"",1502
"191315505","1393894249","Ѵ丶VTV0",11117,"",2203
"628049891","1459966032","Trippppp",11117,"",1643
"71566655","1317569266","Puwapuwa",11116,"",6074
"5394849","1367249690","baby-.-",11116,"",425
"709787658","1485700461","×͜×silent×͡×",11116,"",872
"655371474","1109897389","ʟιɴнsᴀɴ",11116,"",1386
"136121665","1999082272","Nâu•Đá",11115,"",1497
"807416044","1769625448","Qdanh268",11114,"",672
"8610604","1053126148","86B8-TèmNhem",11114,"",3100
"962758101","1407265922","JP丶KENDUBAI",11114,"",550
"411390494","1917226309","EU丶Ember",11113,"",2584
"633961090","1972031975","•cậu•ba•pha•",11113,"",1455
"254801547","1328890243","tuấngm",11112,"",1139
"67552929","1041824178","ƊEAȾH",11111,"",2139
"375761306","1914582393","chọnđờibênEm",11111,"",20
"884052067","1649742773","Bababéo",11108,"",1690
"617840125","1374261796","BánhMìLạc",11107,"",393
"791335709","1937218779","PBT丶ATiiBờLách",11107,"",1189
"529723647","1459172970","ᴅᴇᴠ丨VănTiến",11106,"",2089
"265232912","1272854952","tuankien18",11105,"",1354
"663798254","1502331838","ᴾᵀᴷ丶KhangCFL",11105,"",2383
"844864420","1659236902","LT_ANDROID18",11105,"",1919
"436575952","1247192512","Classic9X",11103,"",1832
"861414549","1525734084","CBM.Polibi",11102,"",1716
"861993525","1117639091","Punnek",11100,"",1362
"313095163","1138973237","~Y_Tá-Mập`",11098,"",2853
"438778911","1855905727","sonnui",11096,"",1886
"98532052","1976982168","VININOX-304乄ᴛɢ",11091,"",1764
"55275666","1740952450","PTL-Butung1",11089,"",824
"962348600","1078438848","Catcat08",11087,"",3996
"628055873","1090772276","Hắc_Cốt_Tinh",11087,"",1195
"883396061","1339275376","ZB_CòiiV4",11086,"",392
"779593641","1665030315","我愛你。",11085,"",845
"814598599","1106480902","MèoƠi",11082,"",478
"442889457","1941214345","Hz漂",11082,"",1665
"958503392","1985963856","AG.LinhLee^^",11081,"",2542
"237062606","1087059638","NT_CHICKE;)",11080,"",1018
"223531826","1533939468","QuỳnhHuong",11080,"",138
"361411023","1264660444","ᴾᴿᴼシBaby.Shark",11080,"",4922
"970835936","1935427940","Tuan111222",11078,"",684
"152406691","1655484865","DrLiêu",11069,"",1620
"959440635","1381714429","T-Rex.Kus.KoBe",11067,"",1991
"221541832","1446461090","GL-Ahnmwcp",11065,"",2206
"101320078","1484550579","MIC_Trường",11065,"",3155
"768729699","1591024011","JEN-REN",11064,"",1342
"520791451","1245679252","VũAnH",11064,"",1865
"347203263","1338153394","ᵏᵃᵖᵖᵃ",11064,"",2907
"197046752","1471901324","『ＣＢ』đàbìnhkhó",11061,"",2820
"819216802","1955335123","Zumbiee",11061,"",2911
"723561977","1807137827","Chửitaolàmchó",11060,"",1563
"613480326","1661627819","Ig:phat15034",11059,"",1430
"240674989","1993694666","VIE-Thương",11057,"",1351
"531463883","1425861768","chickeN",11055,"",219
"909916358","1241023771","MáyĐẩy17cm^^",11054,"",4023
"751245268","1974090809","CHATGPTVL",11054,"",84
"435151557","1154535203","ᥫᩣтнầyloĐược",11053,"",2144
"159720283","1615550754","ঔৣ۝Bốhân۝ঔৣ",11053,"",1508
"471397030","1517751126","丶H͜͡ɑɗɛѕ",11052,"",3669
"767104953","1084623415","「DW」Trắng",11049,"",2366
"594183090","1885854604","Miia",11049,"",465
"180645602","1006690283","ᴋᴀɴ",11048,"",2490
"442137290","1118656204","๛Ông๛Ka๛",11047,"",2140
"332085973","1382516067","ducnam",11046,"",964
"61439541","1325427377","Angel丶C.C",11045,"",1520
"630228652","1372057870","HD•Đình",11043,"",249
"877110067","1310442510",".Biu.",11041,"",2389
"79056225","1701178677","WOF_GOKU",11037,"",2802
"948948532","1211997016","DF〆Windy",11034,"",3737
"369982052","1988271737","ỈNCON",11032,"",895
"450083172","1625720181","Q.112",11031,"",1354
"232483287","1904196036","SHOP.ĐỗNam-VIP",11028,"",2065
"145745731","1469453537","Risottoッ",11027,"",1741
"455644066","1945778150","SEA_ɴᴏɴᴀᴍᴇ",11024,"",5274
"222001568","1837917097","VR-Aᴘнʀoᴅιтᴇ",11024,"",242
"439251714","1437061043","mLd~Dees",11023,"",3821
"849987949","1597698019","Bố.Ngô@@!",11023,"",5169
"147375299","1589708394","RealNTA+++",11023,"",847
"434673075","1708010305","『PN』Giin2K",11021,"",2619
"360687472","1538578285","From-the-start",11021,"",1216
"66191854","1004531866","『MS』Hieu　BaBy.",11019,"",1331
"617704915","1327045507","๖MTV︵Báo-Bẩnᴮᴰ",11019,"",2217
"264656884","1578969510","『RY』7Chọᵎᵎ",11017,"",1373
"290941678","1069070766","Pcshopacc9",11014,"",712
"362419370","1867429951","boy-pho",11013,"",1151
"995096461","1060730580","『Bố』Già『49』",11013,"",2370
"627851984","1078491844","VNBTN-ÚtLỏシ",11010,"",3766
"961087305","1857085353","WLs>Minn-Minnn",11008,"",2051
"830455599","1652569724","ggv101",11008,"",0
"770655005","1676484096","NgườiyêuCũ",11008,"",1061
"443848813","1458702881","BFF_PhíuMụp",11002,"",193
"223939960","1541991520","武霸林",11002,"",1242
"8904144","1379250926","PinkPhuc",10999,"",1097
"809050057","1191146261","『Solo』-Top-",10998,"",932
"699828730","1734164177","ChungZôDiệm",10997,"",3534
"66937827","1123725240","booskótên",10995,"",1518
"992803612","1322716021","TSonny",10994,"",2035
"857622958","1215439424","Bìm.Bịp",10994,"",2315
"419764138","1461434643","BắnlàTáoVàng",10994,"",692
"808431357","1328989929","ＴＫＢｌᴜᴇＳᴋʏ",10993,"",1759
"37871622","1555534606","Gà_Thích_Snip",10992,"",2106
"863540984","1186541014","pmv007",10988,"",362
"336682442","1876975249","PEC.MinhZavits",10987,"",1452
"408689753","1034297595","G-Banh.Cáy",10987,"",1065
"889325492","1913670976","ĐầuGấuzzz",10986,"",1582
"595659009","1683158322","TRIPLE-T.",10986,"",1230
"679483776","1774325112","Huấn.OK",10983,"",1660
"619055958","1454429702","KOS丶Thịt Kho",10983,"",796
"668611085","1100212819","『FD』Cᴀᴛ.Loli",10981,"",3537
"34791383","1463251284","EVOxMadara",10980,"",1581
"162483763","1816568425","CaSĩ-VõTòng",10980,"",1520
"126027792","1800557344","F5555",10980,"",1280
"236749227","1904096776","89丶logka",10979,"",3663
"681992922","1078793896","『MAFIA』ඞ",10979,"",1980
"102501132","1829131914","TáOnè",10976,"",1805
"541135521","1989110644","RV_�Helo�Ní�",10975,"",451
"677178456","1877338083","PhúXinhTrai",10974,"",1460
"278346569","1042149215","BinTN",10972,"",897
"80923538","1400528805","OLD.T_Elm",10972,"",672
"132482963","1425720777","乂乂丶vaomaanbo",10972,"",2383
"192166611","1063743804","Shop.BuiDat113",10971,"",449
"466977750","1162335157","『PER』ＴＵＫＩ",10969,"",1191
"99321965","1862012908","〆Ăn〆Cơm〆Chưa?〆",10968,"",6336
"147845152","1421703476","ᴢʜ『ʟãᴏ.ʟụᴄ』",10963,"",1213
"774124590","1816693108","GS〆ミFury-Mask",10963,"",875
"25352323","1372306279","DF〆Qυân۱AP",10962,"",3155
"853044492","1765693068","ŠmL͡×ÚnUッ",10961,"",421
"443892075","1617536275","Minh_k2",10960,"",1060
"824626332","1165562593","Bacari",10959,"",549
"155469077","1018705614","황맹승",10959,"",272
"573963150","1777538411","¥_Thiện",10959,"",2586
"735141327","1364611897","MyChơi3z",10958,"",721
"667558095","1081059965","TuấnPk",10958,"",937
"407356161","1794469939","『GES』PhúcDz",10957,"",2975
"458651147","1011409055","CóChửiVẫnSnip",10956,"",1038
"603795350","1587640211","RK~BảnhNè",10955,"",1131
"755639743","1989667550","Khuonq_Tastu",10954,"",532
"176376775","1994888310","Duyên_NhớAnh",10954,"",1314
"692696455","1922061002","CR®ThoiThaEm",10953,"",2140
"357338402","1941740629","Phú_Quý.ỞĐ",10953,"",1126
"909647098","1363418912","Dragon9711",10952,"",1895
"44682984","1054681492","ＭＵＦＡＳＡ",10952,"",884
"770823083","1724154188","Đ.Q.Chính",10951,"",4921
"660425345","1769438700","Thầy-ÔngNội´ᵛᶰ",10950,"",3184
"220939037","1330567248","BTN丶Q.Ẩn",10949,"",2946
"276581903","1124828645","Sâu(LT)",10949,"",2330
"332516486","1380416588","Mr_Jin",10944,"",1507
"629285748","1895663928","CFbakdo01",10943,"",1408
"696711846","1214080627","ĂnCơmvớiBimBim",10942,"",822
"978452744","1343538184","TàiNăngTrẻ-U40",10941,"",1469
"279385289","1771590988","34minhcòi",10941,"",1837
"232366447","1756446013","Zyro乄iB٭",10939,"",1016
"998418157","1307570150","☜Ⓒ☞☆AHIHI☆",10937,"",736
"650698215","1259607443","『ʙᴆ』丶D@rk",10934,"",4794
"601520513","1342658074","ThiênVươngSống",10931,"",434
"41259061","1488006112","AG.PhúcGà",10929,"",3959
"580098995","1632433064","Trengnonstop",10929,"",1395
"32796688","1958510191","casỹhànquốc",10928,"",3387
"768624275","1310709178","ʚĐNɞ-ʚyêu2kɞ",10927,"",2834
"130016341","1259270353","BW丶8888888888",10926,"",2514
"912377007","1038014600","ThiệnLoĐược!!",10926,"",2915
"889845516","1486905496","sonic8838",10925,"",992
"1271470","1380451911","Hùng.Tự.Do",10924,"",1493
"765029296","1030397722","NuPaCaChii",10923,"",611
"295260194","1072854358","CồngiaLạp",10922,"",1349
"406102868","1818839610","Ͳɑγϲһơіƅốɡіà",10921,"",259
"137446036","1933592561","Nét.Cafe",10919,"",1096
"36547105","1838192380","Ѵ丶ѴƬѴ1",10918,"",4763
"54564732","1052139714","Fenzon",10916,"",949
"734075467","1342710441","SF.YuhNart",10914,"",3472
"212304251","1326684792","PIayer_Name",10914,"",514
"622360058","1539859149","18",10913,"",1272
"866791814","1936816627","HG.NhânYC",10913,"",1293
"989366578","1243162209","CR®☆๖ۣۜGaoĐỏ",10913,"",632
"37363751","1552484282","EU丶BắnBốLáo",10913,"",3197
"425580995","1233520752","ᯓVNᰔᩚ丶CHiếnCFL",10909,"",2134
"766581997","1467741647","๖ۣۜKiller$¥",10909,"",976
"277293272","1192266764","Thegiotai392",10907,"",1699
"170547379","1168221350","S£πZuu",10905,"",2223
"64935847","1829090007","Mosiii",10904,"",33
"268585111","1299535094","QUangABC",10903,"",2263
"773203266","1069157013","PKM-Togepi",10902,"",1806
"708983810","1370094367","Khô Mực",10900,"",3197
"622407887","1636692350","CFV-KhocVoLe",10899,"",3066
"323790381","1678443765","Phuoccute",10899,"",194
"761351351","1432246619","Pongciu^",10898,"",3903
"56069889","1197671332","1thờituyểnthủ",10897,"",2116
"612161210","1403819580","Jerry_Lucky",10895,"",2429
"826979112","1237111209","Bötrëcön",10892,"",2772
"364754520","1229943001","GE丶ＭＯＮＥＲＳＩ ",10892,"",1757
"151847533","1075647352","ThànhCJ",10891,"",2095
"334760436","1672361334","Gấu.....",10889,"",1428
"212969646","1494555922","NhatHaoShopAx1",10888,"",2539
"873663728","1271739941","KOS丶Hùng",10887,"",2888
"978814277","1712379266","AG.Yukinoo",10884,"",556
"85814773","1851899982","HNxÇáіΜҽԝʝVậγ",10883,"",1980
"387899511","1391916964","࣪ᶜᴼᴺᶜᵁᴺổᴵᴸᴼạᴺ",10883,"",3061
"732105610","1201260505","『ɴᴏɢ』3_GOAT",10882,"",3529
"919456526","1285751675","VLHunTeR",10881,"",946
"100099822","1159119915","NXY-Thất-Bại",10881,"",436
"630143271","1920979997","ʚBáйɦBąѻɞ",10879,"",2006
"737085554","1692214723","AT.Snow",10879,"",2054
"13390446","1198318106","ᶦᵈᵒitachi.Aka",10879,"",1271
"832571999","1142304041","꧁༺༒༻꧂ℜ❍✿꧁༺༒༻꧂",10877,"",1709
"154061137","1390819977","TNVIP-TrungCua",10877,"",1076
"355619076","1275842869","SNxLàmRăng",10872,"",472
"923762337","1105969353","UNT.KhanhXD",10871,"",1346
"396318684","1395728086","Hoàngkuss98",10871,"",474
"175889696","1920641883","JohnPN",10867,"",1844
"838203933","1843848091","TruongUyen",10866,"",1263
"430011252","1634763172","ᴹᵃʳᶜᵘˢ",10865,"",4465
"397256293","1184140572","Modernia",10864,"",1161
"857967368","1433965042","DiệpMặc",10863,"",1931
"277605679","1421368206","趣Hanuri",10863,"",136
"567528138","1057739956","ʙᴏssღ",10862,"",594
"909970304","1655833731","SxL`BabiHeng",10862,"",2400
"721318721","1259519217","tớเςụςςứς",10862,"",2511
"486200930","1497499454","£u¢y°",10862,"",1612
"431351886","1355767607","dcmganelol",10859,"",1779
"446337914","1316258382","Sakuna",10859,"",1507
"583595690","1102963578","VNPetrolimex99",10859,"",1015
"314466334","1639243058","Tiến.Ko.Gờ",10855,"",3957
"393144903","1869130923","aTum*VVL",10855,"",2494
"950594148","1510024182","YUMO.´꒳`DS2x",10853,"",928
"411403436","1212992426","APT丶LụcGia",10853,"",11849
"941527353","1336330883","Zickerrr",10852,"",468
"852204576","1345401801","Đức-Đụt",10852,"",507
"531387273","1932112451","PhongĐãTới.ッ",10851,"",2420
